timestamp,gaze_ray_direction_x,gaze_ray_direction_y,gaze_ray_direction_z,gaze_point_x,gaze_point_y,gaze_point_z,on_target,target_name,target_center_x,target_center_y,target_center_z,target_size_x,target_size_y,target_size_z,user_head_pos_x,user_head_pos_y,user_head_pos_z,left_palm_pos_x,left_palm_pos_y,left_palm_pos_z,left_palm_axis_x,left_palm_axis_y,left_palm_axis_z,right_palm_pos_x,right_palm_pos_y,right_palm_pos_z,right_palm_axis_x,right_palm_axis_y,right_palm_axis_z,left_thumb_flex,left_index_flex,left_middle_flex,left_ring_flex,left_pinky_flex,left_thumb_curl,left_index_curl,left_middle_curl,left_ring_curl,left_pinky_curl,right_thumb_flex,right_index_flex,right_middle_flex,right_ring_flex,right_pinky_flex,right_thumb_curl,right_index_curl,right_middle_curl,right_ring_curl,right_pinky_curl
16390,-0.19,-0.44,0.88,-0.17,0.9,1.35,True,Milk Bottle,-0.2,0.91,1.46,0.05,1.08,1.5,-0.04,1.2,0.75,-0.26,0.85,0.23,0.93,-0.31,0.19,0.11,0.82,0.23,-0.91,-0.4,0.09,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
16434,-0.19,-0.44,0.88,-0.17,0.9,1.35,True,Milk Bottle,-0.2,0.91,1.46,0.05,1.08,1.5,-0.04,1.2,0.75,-0.25,0.86,0.24,0.93,-0.33,0.17,0.11,0.82,0.23,-0.91,-0.4,0.08,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
16468,-0.19,-0.44,0.88,-0.17,0.9,1.35,True,Milk Bottle,-0.2,0.91,1.46,0.05,1.08,1.5,-0.04,1.2,0.75,-0.25,0.87,0.25,0.93,-0.35,0.15,0.11,0.82,0.23,-0.91,-0.42,0.08,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False
16512,-0.19,-0.44,0.88,-0.17,0.9,1.35,True,Milk Bottle,-0.2,0.91,1.46,0.05,1.08,1.5,-0.04,1.2,0.75,-0.25,0.87,0.26,0.92,-0.36,0.13,0.11,0.82,0.23,-0.9,-0.43,0.08,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
16556,-0.19,-0.44,0.88,-0.17,0.9,1.35,True,Milk Bottle,-0.2,0.91,1.46,0.05,1.08,1.5,-0.04,1.2,0.75,-0.25,0.87,0.26,0.92,-0.39,0.11,0.11,0.83,0.23,-0.89,-0.44,0.07,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
16590,-0.19,-0.44,0.88,-0.17,0.9,1.35,True,Milk Bottle,-0.2,0.91,1.46,0.05,1.08,1.5,-0.04,1.2,0.75,-0.25,0.87,0.27,0.91,-0.4,0.11,0.11,0.83,0.23,-0.89,-0.45,0.07,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
16624,-0.19,-0.44,0.88,-0.17,0.9,1.35,True,Milk Bottle,-0.2,0.91,1.46,0.05,1.08,1.5,-0.04,1.2,0.75,-0.24,0.87,0.28,0.91,-0.41,0.1,0.11,0.83,0.23,-0.89,-0.45,0.07,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
16657,-0.19,-0.44,0.88,-0.17,0.9,1.35,True,Milk Bottle,-0.2,0.91,1.46,0.05,1.08,1.5,-0.04,1.2,0.75,-0.24,0.88,0.28,0.9,-0.42,0.1,0.11,0.83,0.23,-0.89,-0.45,0.06,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
16701,-0.18,-0.44,0.88,-0.16,0.9,1.36,True,Milk Bottle,-0.2,0.91,1.46,0.05,1.08,1.5,-0.04,1.2,0.75,-0.24,0.88,0.29,0.89,-0.45,0.11,0.11,0.83,0.22,-0.89,-0.45,0.06,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
16744,-0.18,-0.44,0.88,-0.16,0.9,1.36,True,Milk Bottle,-0.2,0.91,1.46,0.05,1.08,1.5,-0.03,1.2,0.75,-0.24,0.87,0.29,0.88,-0.47,0.11,0.11,0.83,0.22,-0.89,-0.45,0.06,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
16789,-0.18,-0.44,0.88,-0.16,0.89,1.36,True,Milk Bottle,-0.2,0.91,1.46,0.05,1.08,1.5,-0.03,1.2,0.75,-0.24,0.87,0.3,0.86,-0.49,0.12,0.11,0.83,0.22,-0.89,-0.45,0.06,False,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
16834,-0.18,-0.44,0.88,-0.16,0.89,1.36,True,Milk Bottle,-0.2,0.91,1.46,0.05,1.08,1.5,-0.03,1.2,0.76,-0.25,0.87,0.3,0.84,-0.52,0.13,0.11,0.83,0.22,-0.89,-0.45,0.06,False,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
16879,-0.18,-0.44,0.88,-0.16,0.89,1.37,True,Milk Bottle,-0.2,0.91,1.46,0.05,1.08,1.5,-0.03,1.2,0.76,-0.24,0.86,0.3,0.83,-0.54,0.13,0.11,0.83,0.21,-0.89,-0.45,0.06,False,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
16913,-0.18,-0.44,0.88,-0.15,0.89,1.37,True,Milk Bottle,-0.2,0.91,1.46,0.05,1.08,1.5,-0.03,1.19,0.76,-0.24,0.86,0.3,0.82,-0.56,0.13,0.11,0.83,0.21,-0.89,-0.45,0.06,False,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
16957,-0.17,-0.44,0.88,-0.15,0.89,1.37,True,Milk Bottle,-0.2,0.91,1.46,0.05,1.08,1.5,-0.03,1.19,0.76,-0.24,0.86,0.31,0.81,-0.58,0.13,0.11,0.83,0.21,-0.89,-0.45,0.06,False,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
16990,-0.17,-0.44,0.88,-0.15,0.89,1.38,True,Milk Bottle,-0.2,0.91,1.46,0.05,1.08,1.5,-0.03,1.19,0.76,-0.24,0.86,0.31,0.8,-0.59,0.13,0.11,0.83,0.21,-0.89,-0.45,0.06,False,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
17034,-0.13,-0.44,0.89,-0.12,0.86,1.42,True,Milk Bottle,-0.2,0.91,1.46,0.05,1.08,1.5,-0.02,1.19,0.76,-0.24,0.86,0.31,0.79,-0.6,0.13,0.11,0.83,0.21,-0.89,-0.45,0.06,False,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
17068,0.16,-0.45,0.88,0.14,0.75,1.63,False,None,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,1.19,0.76,-0.23,0.86,0.31,0.79,-0.61,0.13,0.11,0.83,0.21,-0.89,-0.45,0.07,False,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
17112,0.35,-0.42,0.84,0.26,0.86,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,-0.01,1.19,0.76,-0.23,0.86,0.31,0.78,-0.61,0.13,0.12,0.83,0.21,-0.89,-0.45,0.07,False,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
17146,0.36,-0.42,0.84,0.27,0.87,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,-0.01,1.19,0.76,-0.22,0.87,0.32,0.77,-0.62,0.12,0.12,0.83,0.2,-0.89,-0.46,0.07,False,True,True,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
17190,0.36,-0.42,0.83,0.28,0.87,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,-0.0,1.19,0.76,-0.22,0.87,0.32,0.76,-0.64,0.12,0.13,0.83,0.2,-0.89,-0.46,0.07,False,True,True,True,True,False,True,False,True,False,False,True,True,True,True,False,False,False,False,False
17224,0.35,-0.42,0.84,0.28,0.86,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.01,1.19,0.76,-0.21,0.88,0.32,0.73,-0.67,0.11,0.13,0.84,0.2,-0.88,-0.46,0.08,False,True,True,True,True,False,True,False,True,True,False,True,True,True,True,False,False,False,False,False
17268,0.35,-0.45,0.82,0.29,0.84,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.01,1.19,0.76,-0.2,0.89,0.32,0.69,-0.72,0.12,0.14,0.84,0.2,-0.88,-0.47,0.09,False,True,True,True,True,False,True,False,True,True,False,True,True,True,True,False,False,False,False,False
17311,0.32,-0.44,0.84,0.27,0.85,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.02,1.19,0.76,-0.2,0.91,0.33,0.64,-0.76,0.11,0.14,0.84,0.19,-0.87,-0.47,0.1,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,False,False
17346,0.32,-0.45,0.83,0.28,0.84,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.19,0.76,-0.19,0.92,0.33,0.59,-0.8,0.11,0.15,0.84,0.19,-0.87,-0.48,0.11,False,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,False,False,False,False
17389,0.3,-0.47,0.83,0.27,0.82,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.04,1.19,0.76,-0.18,0.93,0.33,0.56,-0.82,0.11,0.16,0.84,0.19,-0.87,-0.48,0.11,False,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,False,False,False,False
17434,0.3,-0.47,0.83,0.28,0.82,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.04,1.19,0.76,-0.17,0.94,0.33,0.52,-0.85,0.11,0.16,0.84,0.19,-0.87,-0.48,0.1,False,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,False,False,False,False
17478,0.28,-0.46,0.84,0.27,0.84,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.05,1.19,0.76,-0.16,0.95,0.34,0.49,-0.86,0.11,0.17,0.83,0.19,-0.87,-0.48,0.1,False,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,False,False,False,False
17512,0.28,-0.46,0.84,0.27,0.83,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.06,1.19,0.76,-0.15,0.96,0.34,0.47,-0.87,0.11,0.17,0.83,0.19,-0.88,-0.47,0.09,False,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,False,False,False,False
17556,0.27,-0.45,0.85,0.27,0.84,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.06,1.19,0.76,-0.14,0.97,0.35,0.44,-0.89,0.13,0.17,0.83,0.19,-0.88,-0.47,0.09,False,True,True,True,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,False
17590,0.27,-0.45,0.85,0.27,0.84,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.07,1.19,0.76,-0.14,0.98,0.35,0.42,-0.9,0.14,0.17,0.82,0.19,-0.89,-0.45,0.09,False,True,True,True,True,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False
17634,0.27,-0.46,0.85,0.27,0.83,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.07,1.19,0.76,-0.12,0.99,0.35,0.39,-0.91,0.15,0.17,0.82,0.18,-0.89,-0.44,0.09,False,True,True,True,True,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False
17668,0.26,-0.46,0.85,0.28,0.83,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.08,1.19,0.76,-0.12,1.0,0.36,0.37,-0.92,0.15,0.18,0.82,0.18,-0.89,-0.44,0.1,False,True,True,True,True,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False
17701,0.26,-0.46,0.85,0.27,0.84,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.08,1.19,0.76,-0.11,1.0,0.36,0.35,-0.92,0.15,0.18,0.82,0.18,-0.89,-0.43,0.11,False,True,True,True,True,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False
17735,0.26,-0.46,0.85,0.28,0.83,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.08,1.18,0.76,-0.1,1.01,0.36,0.33,-0.93,0.16,0.18,0.83,0.18,-0.9,-0.42,0.12,False,True,True,True,True,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False
17768,0.26,-0.46,0.85,0.28,0.83,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.08,1.18,0.77,-0.09,1.01,0.36,0.32,-0.93,0.16,0.18,0.83,0.18,-0.9,-0.42,0.13,False,True,True,True,True,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False
17812,0.26,-0.47,0.85,0.28,0.83,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.09,1.18,0.77,-0.08,1.01,0.36,0.31,-0.93,0.17,0.18,0.82,0.18,-0.9,-0.41,0.13,False,True,True,True,True,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False
17855,0.25,-0.47,0.85,0.28,0.82,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.09,1.18,0.77,-0.07,1.02,0.36,0.29,-0.94,0.17,0.19,0.82,0.18,-0.9,-0.41,0.14,False,True,True,True,True,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False
17900,0.24,-0.48,0.84,0.28,0.81,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.09,1.18,0.77,-0.06,1.02,0.37,0.25,-0.95,0.18,0.19,0.82,0.17,-0.9,-0.4,0.14,False,True,True,True,True,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False
17934,0.24,-0.47,0.85,0.28,0.82,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.1,1.18,0.77,-0.05,1.03,0.37,0.22,-0.96,0.19,0.19,0.82,0.17,-0.91,-0.4,0.14,False,True,True,True,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,False
17978,0.25,-0.46,0.85,0.29,0.83,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.1,1.18,0.77,-0.04,1.03,0.37,0.18,-0.96,0.21,0.19,0.82,0.17,-0.91,-0.39,0.15,False,True,True,True,True,False,True,False,True,True,False,True,True,True,True,False,False,False,False,False
18023,0.26,-0.47,0.85,0.3,0.83,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.1,1.18,0.77,-0.04,1.04,0.38,0.14,-0.96,0.23,0.2,0.82,0.17,-0.91,-0.38,0.15,False,True,True,True,True,False,True,False,True,True,False,True,True,True,True,False,False,False,False,False
18068,0.26,-0.46,0.85,0.3,0.83,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.1,1.18,0.77,-0.03,1.04,0.38,0.1,-0.96,0.25,0.2,0.82,0.17,-0.92,-0.38,0.15,False,True,True,True,True,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False
18112,0.26,-0.46,0.85,0.3,0.83,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.1,1.18,0.77,-0.03,1.05,0.39,0.07,-0.96,0.26,0.2,0.82,0.17,-0.92,-0.37,0.14,False,True,True,True,True,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False
18147,0.26,-0.46,0.85,0.31,0.83,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.11,1.18,0.77,-0.02,1.05,0.39,0.05,-0.96,0.27,0.2,0.82,0.17,-0.92,-0.37,0.15,False,True,True,True,True,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False
18190,0.26,-0.47,0.84,0.3,0.82,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.11,1.18,0.77,-0.02,1.05,0.4,0.02,-0.96,0.28,0.2,0.82,0.17,-0.92,-0.36,0.15,False,True,True,True,True,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False
18235,0.26,-0.47,0.84,0.31,0.82,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.11,1.18,0.77,-0.02,1.05,0.4,-0.01,-0.96,0.29,0.2,0.81,0.17,-0.92,-0.36,0.15,False,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
18268,0.26,-0.47,0.84,0.31,0.82,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.11,1.17,0.78,-0.01,1.05,0.4,-0.03,-0.95,0.3,0.2,0.81,0.17,-0.92,-0.36,0.15,False,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
18302,0.26,-0.47,0.84,0.31,0.82,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.11,1.17,0.78,-0.01,1.05,0.4,-0.05,-0.95,0.31,0.2,0.81,0.17,-0.92,-0.36,0.16,False,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
18335,0.26,-0.47,0.84,0.31,0.82,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.11,1.17,0.78,-0.01,1.05,0.4,-0.06,-0.95,0.31,0.2,0.81,0.17,-0.92,-0.36,0.16,False,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
18379,0.26,-0.47,0.84,0.31,0.82,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.11,1.17,0.78,-0.01,1.05,0.4,-0.08,-0.95,0.31,0.2,0.81,0.17,-0.92,-0.36,0.16,False,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
18422,0.25,-0.47,0.85,0.3,0.82,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.11,1.17,0.78,-0.01,1.05,0.41,-0.1,-0.94,0.32,0.2,0.81,0.17,-0.92,-0.36,0.17,False,True,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False
18467,0.25,-0.47,0.85,0.3,0.82,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.11,1.17,0.78,-0.0,1.05,0.41,-0.13,-0.94,0.32,0.2,0.81,0.17,-0.92,-0.36,0.17,False,True,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False
18512,0.25,-0.47,0.85,0.3,0.82,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.11,1.17,0.78,-0.0,1.05,0.41,-0.16,-0.93,0.33,0.2,0.81,0.17,-0.92,-0.36,0.17,False,True,True,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False
18557,0.25,-0.47,0.85,0.3,0.82,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.11,1.17,0.78,0.0,1.05,0.41,-0.2,-0.92,0.33,0.2,0.81,0.17,-0.92,-0.36,0.17,False,True,True,True,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False
18591,0.25,-0.47,0.85,0.3,0.82,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.11,1.17,0.78,0.0,1.05,0.41,-0.24,-0.91,0.35,0.2,0.81,0.17,-0.92,-0.36,0.17,False,True,True,True,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False
18624,0.25,-0.47,0.85,0.3,0.82,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.11,1.17,0.78,0.0,1.06,0.41,-0.27,-0.9,0.36,0.2,0.81,0.17,-0.92,-0.36,0.17,False,True,True,True,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False
18668,0.25,-0.47,0.85,0.3,0.83,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.11,1.17,0.78,0.01,1.06,0.41,-0.31,-0.87,0.37,0.2,0.81,0.17,-0.92,-0.36,0.17,False,True,True,True,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False
18712,0.25,-0.47,0.85,0.29,0.83,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.11,1.17,0.78,0.01,1.06,0.41,-0.35,-0.85,0.39,0.21,0.81,0.17,-0.92,-0.36,0.17,False,True,True,True,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False
18746,0.25,-0.47,0.85,0.29,0.82,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.11,1.17,0.78,0.01,1.06,0.41,-0.38,-0.83,0.41,0.21,0.81,0.17,-0.92,-0.36,0.17,False,True,True,True,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False
18790,0.25,-0.47,0.85,0.3,0.82,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.11,1.17,0.78,0.01,1.06,0.41,-0.41,-0.81,0.42,0.21,0.81,0.17,-0.92,-0.36,0.17,False,True,True,True,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False
18824,0.25,-0.47,0.85,0.3,0.82,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.11,1.17,0.78,0.01,1.06,0.41,-0.44,-0.78,0.44,0.21,0.81,0.17,-0.92,-0.36,0.17,False,True,True,True,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False
18857,0.25,-0.47,0.85,0.3,0.82,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.11,1.17,0.78,0.02,1.07,0.41,-0.46,-0.76,0.45,0.21,0.81,0.17,-0.92,-0.36,0.17,False,True,True,True,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False
18901,0.25,-0.47,0.85,0.3,0.82,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.11,1.17,0.78,0.02,1.07,0.41,-0.49,-0.73,0.47,0.21,0.81,0.17,-0.92,-0.36,0.17,False,True,True,True,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False
18945,0.25,-0.47,0.85,0.3,0.82,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.11,1.17,0.78,0.02,1.07,0.41,-0.51,-0.7,0.49,0.21,0.8,0.17,-0.92,-0.36,0.17,False,True,True,True,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False
18990,0.25,-0.46,0.85,0.3,0.83,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.11,1.17,0.78,0.02,1.07,0.41,-0.53,-0.67,0.51,0.21,0.8,0.17,-0.92,-0.36,0.17,False,True,True,True,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False
24035,-0.3,-0.32,0.9,-0.27,0.98,1.39,True,Milk Bottle,-0.2,0.91,1.46,0.05,1.08,1.5,-0.06,1.21,0.77,-0.34,0.82,0.14,0.92,-0.27,0.28,0.01,0.82,0.26,-0.92,-0.34,-0.2,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
24069,-0.3,-0.32,0.9,-0.27,0.98,1.39,True,Milk Bottle,-0.2,0.91,1.46,0.05,1.08,1.5,-0.06,1.21,0.77,-0.34,0.82,0.14,0.92,-0.27,0.28,0.01,0.82,0.26,-0.92,-0.34,-0.2,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
