timestamp,gaze_ray_direction_x,gaze_ray_direction_y,gaze_ray_direction_z,gaze_point_x,gaze_point_y,gaze_point_z,on_target,target_name,target_center_x,target_center_y,target_center_z,target_size_x,target_size_y,target_size_z,user_head_pos_x,user_head_pos_y,user_head_pos_z,left_palm_pos_x,left_palm_pos_y,left_palm_pos_z,left_palm_axis_x,left_palm_axis_y,left_palm_axis_z,right_palm_pos_x,right_palm_pos_y,right_palm_pos_z,right_palm_axis_x,right_palm_axis_y,right_palm_axis_z,left_thumb_flex,left_index_flex,left_middle_flex,left_ring_flex,left_pinky_flex,left_thumb_curl,left_index_curl,left_middle_curl,left_ring_curl,left_pinky_curl,right_thumb_flex,right_index_flex,right_middle_flex,right_ring_flex,right_pinky_flex,right_thumb_curl,right_index_curl,right_middle_curl,right_ring_curl,right_pinky_curl
17138,0.31,-0.48,0.82,0.24,0.81,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,-0.02,1.21,0.74,-0.27,0.8,0.19,0.93,-0.24,0.27,-0.03,0.85,0.34,-0.95,-0.32,-0.0,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
17182,0.37,-0.48,0.8,0.29,0.81,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,-0.02,1.21,0.74,-0.27,0.8,0.19,0.94,-0.23,0.26,-0.02,0.85,0.34,-0.95,-0.32,0.01,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
17226,0.38,-0.48,0.8,0.3,0.81,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,-0.01,1.21,0.74,-0.26,0.8,0.19,0.94,-0.23,0.26,-0.01,0.85,0.34,-0.95,-0.31,0.02,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
17260,0.39,-0.47,0.79,0.32,0.81,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,-0.01,1.21,0.74,-0.26,0.8,0.19,0.94,-0.23,0.25,0.0,0.86,0.32,-0.95,-0.3,0.03,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
17304,0.38,-0.47,0.8,0.32,0.81,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,-0.0,1.21,0.74,-0.26,0.8,0.19,0.94,-0.22,0.25,0.02,0.86,0.31,-0.96,-0.28,0.04,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
17348,0.38,-0.47,0.8,0.32,0.81,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.0,1.2,0.74,-0.26,0.8,0.19,0.94,-0.22,0.24,0.04,0.87,0.3,-0.97,-0.26,0.04,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
17393,0.39,-0.46,0.8,0.34,0.81,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.01,1.2,0.74,-0.26,0.8,0.19,0.94,-0.24,0.25,0.06,0.88,0.29,-0.98,-0.21,0.02,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
17427,0.37,-0.46,0.8,0.33,0.81,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.02,1.2,0.74,-0.27,0.8,0.2,0.93,-0.26,0.25,0.08,0.88,0.28,-0.99,-0.17,0.01,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
17471,0.36,-0.47,0.8,0.32,0.81,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.02,1.2,0.74,-0.27,0.8,0.2,0.93,-0.27,0.26,0.09,0.88,0.27,-0.99,-0.15,0.01,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
17504,0.36,-0.48,0.8,0.33,0.8,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.02,1.2,0.74,-0.27,0.79,0.2,0.92,-0.29,0.27,0.11,0.88,0.27,-0.99,-0.13,0.03,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False
17538,0.36,-0.48,0.8,0.33,0.79,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.2,0.74,-0.27,0.79,0.2,0.92,-0.28,0.29,0.13,0.87,0.26,-0.99,-0.12,0.04,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False
17571,0.36,-0.49,0.8,0.33,0.79,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.2,0.74,-0.27,0.79,0.19,0.92,-0.27,0.29,0.14,0.87,0.26,-0.99,-0.11,0.06,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False
17615,0.35,-0.49,0.8,0.32,0.79,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.2,0.74,-0.27,0.79,0.19,0.92,-0.26,0.3,0.16,0.88,0.25,-0.99,-0.1,0.07,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False
17658,0.35,-0.49,0.8,0.32,0.79,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.2,0.74,-0.26,0.79,0.19,0.92,-0.25,0.3,0.18,0.88,0.24,-0.99,-0.09,0.09,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True
17693,0.35,-0.49,0.8,0.32,0.79,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.2,0.74,-0.26,0.79,0.19,0.92,-0.25,0.3,0.2,0.88,0.23,-0.99,-0.09,0.11,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True
17737,0.34,-0.49,0.8,0.32,0.79,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.2,0.74,-0.26,0.79,0.19,0.92,-0.25,0.31,0.22,0.88,0.22,-0.98,-0.12,0.13,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True
17781,0.34,-0.49,0.8,0.31,0.79,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.2,0.74,-0.26,0.79,0.19,0.92,-0.25,0.31,0.24,0.88,0.21,-0.97,-0.18,0.16,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True
17816,0.34,-0.49,0.8,0.31,0.79,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.2,0.74,-0.26,0.79,0.19,0.92,-0.25,0.31,0.26,0.88,0.2,-0.96,-0.22,0.19,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False
17860,0.34,-0.49,0.8,0.31,0.79,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.2,0.74,-0.26,0.79,0.19,0.91,-0.26,0.32,0.28,0.88,0.2,-0.94,-0.26,0.21,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False
17904,0.34,-0.49,0.8,0.31,0.79,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.2,0.74,-0.26,0.79,0.19,0.91,-0.26,0.32,0.3,0.89,0.2,-0.91,-0.33,0.26,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False
17938,0.34,-0.49,0.8,0.31,0.79,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.2,0.74,-0.26,0.79,0.19,0.91,-0.26,0.32,0.32,0.89,0.2,-0.86,-0.4,0.32,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False
17982,0.34,-0.49,0.8,0.31,0.79,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.2,0.74,-0.26,0.79,0.19,0.91,-0.26,0.32,0.34,0.9,0.21,-0.79,-0.49,0.37,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
18026,0.34,-0.49,0.8,0.31,0.79,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.2,0.74,-0.26,0.79,0.19,0.91,-0.26,0.32,0.35,0.92,0.21,-0.67,-0.62,0.41,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False
18071,0.34,-0.49,0.8,0.31,0.79,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.2,0.74,-0.26,0.79,0.19,0.91,-0.27,0.33,0.36,0.94,0.21,-0.54,-0.72,0.43,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False
18105,0.34,-0.49,0.8,0.31,0.79,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.2,0.74,-0.26,0.79,0.19,0.91,-0.27,0.33,0.37,0.95,0.23,-0.41,-0.8,0.44,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True
18148,0.34,-0.49,0.8,0.31,0.79,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.2,0.74,-0.26,0.79,0.19,0.9,-0.27,0.33,0.38,0.96,0.23,-0.31,-0.85,0.42,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True
18182,0.34,-0.49,0.8,0.31,0.79,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.2,0.74,-0.26,0.79,0.19,0.9,-0.27,0.33,0.38,0.98,0.24,-0.18,-0.89,0.41,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True
18215,0.34,-0.49,0.8,0.31,0.79,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.2,0.74,-0.26,0.8,0.19,0.9,-0.27,0.33,0.37,1.0,0.25,-0.06,-0.91,0.4,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False
18249,0.34,-0.49,0.8,0.31,0.78,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.2,0.75,-0.26,0.8,0.19,0.9,-0.28,0.33,0.37,1.01,0.26,0.04,-0.92,0.39,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
18292,0.34,-0.49,0.8,0.31,0.78,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.2,0.75,-0.26,0.8,0.19,0.9,-0.28,0.33,0.38,1.03,0.27,0.13,-0.92,0.37,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
18335,0.34,-0.49,0.8,0.32,0.79,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.2,0.75,-0.26,0.8,0.18,0.91,-0.27,0.32,0.38,1.04,0.28,0.2,-0.91,0.35,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
18380,0.34,-0.49,0.8,0.32,0.79,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.2,0.75,-0.26,0.8,0.18,0.92,-0.27,0.3,0.37,1.04,0.29,0.24,-0.91,0.32,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
18425,0.34,-0.49,0.8,0.32,0.79,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.2,0.75,-0.26,0.8,0.19,0.92,-0.26,0.29,0.37,1.05,0.3,0.28,-0.91,0.29,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
18470,0.34,-0.49,0.8,0.32,0.79,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.2,0.75,-0.26,0.8,0.19,0.93,-0.26,0.28,0.37,1.05,0.31,0.36,-0.89,0.27,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
18504,0.34,-0.49,0.8,0.31,0.79,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.2,0.75,-0.26,0.8,0.19,0.93,-0.26,0.27,0.36,1.05,0.32,0.44,-0.86,0.27,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
18548,0.33,-0.48,0.82,0.3,0.81,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.19,0.75,-0.26,0.8,0.19,0.93,-0.26,0.26,0.36,1.05,0.32,0.48,-0.84,0.27,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
18582,0.33,-0.48,0.82,0.3,0.81,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.19,0.75,-0.26,0.8,0.19,0.93,-0.26,0.26,0.35,1.05,0.33,0.51,-0.81,0.27,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
18626,0.33,-0.48,0.82,0.3,0.81,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.19,0.75,-0.26,0.8,0.19,0.93,-0.26,0.25,0.35,1.05,0.33,0.54,-0.8,0.27,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
18670,0.33,-0.47,0.82,0.3,0.81,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.19,0.75,-0.26,0.8,0.19,0.93,-0.26,0.25,0.35,1.05,0.33,0.58,-0.77,0.28,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
18704,0.33,-0.47,0.82,0.3,0.81,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.19,0.75,-0.26,0.8,0.19,0.93,-0.26,0.25,0.35,1.05,0.33,0.6,-0.75,0.28,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
18737,0.33,-0.47,0.82,0.3,0.81,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.19,0.75,-0.26,0.8,0.19,0.93,-0.26,0.25,0.35,1.05,0.33,0.61,-0.74,0.28,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
18771,0.33,-0.47,0.82,0.3,0.81,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.19,0.75,-0.26,0.8,0.19,0.93,-0.26,0.25,0.34,1.05,0.33,0.62,-0.73,0.28,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
18814,0.33,-0.47,0.82,0.3,0.81,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.19,0.75,-0.26,0.8,0.19,0.93,-0.26,0.24,0.34,1.05,0.33,0.63,-0.73,0.28,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
18857,0.33,-0.47,0.82,0.3,0.81,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.19,0.75,-0.26,0.8,0.19,0.93,-0.26,0.24,0.34,1.05,0.34,0.64,-0.71,0.28,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
18903,0.33,-0.47,0.82,0.3,0.81,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.19,0.75,-0.26,0.8,0.19,0.94,-0.26,0.24,0.34,1.05,0.34,0.65,-0.71,0.28,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
18948,0.33,-0.47,0.82,0.3,0.81,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.19,0.75,-0.26,0.8,0.19,0.94,-0.26,0.24,0.34,1.05,0.34,0.66,-0.7,0.28,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
18992,0.33,-0.47,0.82,0.3,0.81,1.41,True,Milk Cup,0.3,0.82,1.51,0.5,0.91,1.31,0.03,1.19,0.75,-0.26,0.8,0.19,0.94,-0.26,0.24,0.34,1.05,0.34,0.66,-0.7,0.27,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
24026,-0.22,-0.4,0.89,-0.17,0.96,1.34,True,Milk Bottle,-0.2,0.91,1.46,0.05,1.08,1.5,-0.03,1.22,0.75,-0.26,0.79,0.15,0.96,-0.1,0.28,0.04,0.82,0.28,-0.95,-0.27,-0.14,False,True,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False
24070,-0.21,-0.37,0.9,-0.17,0.97,1.35,True,Milk Bottle,-0.2,0.91,1.46,0.05,1.08,1.5,-0.03,1.22,0.75,-0.26,0.79,0.15,0.96,-0.1,0.28,0.04,0.82,0.28,-0.95,-0.27,-0.13,False,True,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False
